画像コード,除外,有効エリア,アノテーション対象,アノテーション回数,最終アノテーション更新日時,最終担当者,マージ日時,0:正常,1:汚れ,2:擦り跡,3:発塵痕,4:打痕、傷,5:異物,6:ウォーターマーク,7:残渣,8:ヒゲ,9:膜境界不良,10:コメット,11:タイガーストライプ,ノッチ,曖昧,不適,コメント,欠陥分類(順位),サンプル番号,狙い欠陥種,狙い欠陥種(番号)
1-09-05-A1-0120-O,,●,●,1,2024/11/21_13:05:05,M.S.,2024/11/21_13:56:04,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0121-O,,●,●,1,2024/11/21_13:05:24,M.S.,2024/11/21_13:56:04,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0122-O,,●,●,1,2024/11/21_13:05:28,M.S.,2024/11/21_13:56:04,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0123-O,,●,●,1,2024/11/21_13:05:32,M.S.,2024/11/21_13:56:04,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0124-O,,●,●,1,2024/11/21_13:05:42,M.S.,2024/11/21_13:56:04,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0125-O,,●,●,1,2024/11/21_13:09:12,M.S.,2024/11/21_13:56:04,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0126-O,,●,●,1,2024/11/21_13:09:16,M.S.,2024/11/21_13:56:04,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0127-O,,●,●,1,2024/11/21_13:09:21,M.S.,2024/11/21_13:56:04,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0128-O,,●,●,2,2024/11/21_13:09:29,M.S.,2024/11/21_13:56:04,,,,,,,,,,●,,,●,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0129-O,,●,●,1,2024/11/21_13:09:35,M.S.,2024/11/21_13:56:04,,,,,,,,,,●,,,●,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0130-O,,●,●,1,2024/11/21_13:09:40,M.S.,2024/11/21_13:56:04,,,,,,,,,,●,,,●,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0132-O,,●,●,1,2024/11/21_13:09:51,M.S.,2024/11/21_13:56:04,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0133-O,,●,●,1,2024/11/21_13:09:54,M.S.,2024/11/21_13:56:04,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0134-O,,●,●,1,2024/11/21_13:10:01,M.S.,2024/11/21_13:56:04,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0135-O,,●,●,1,2024/11/21_13:10:54,M.S.,2024/11/21_13:56:04,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0136-O,,●,●,1,2024/11/21_13:10:58,M.S.,2024/11/21_13:56:04,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0137-O,,●,●,1,2024/11/21_13:11:01,M.S.,2024/11/21_13:56:04,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0138-O,,●,●,1,2024/11/21_13:11:07,M.S.,2024/11/21_13:56:04,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0139-O,,●,●,1,2024/11/21_13:11:12,M.S.,2024/11/21_13:56:04,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0140-O,,●,●,1,2024/11/21_13:12:00,M.S.,2024/11/21_13:56:04,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0141-O,,●,●,1,2024/11/21_13:12:06,M.S.,2024/11/21_13:56:04,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0142-O,,●,●,1,2024/11/21_13:12:17,M.S.,2024/11/21_13:56:04,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0143-O,,●,●,1,2024/11/21_13:12:41,M.S.,2024/11/21_13:56:04,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0144-O,,●,●,1,2024/11/21_13:12:56,M.S.,2024/11/21_13:56:04,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0145-O,,●,●,1,2024/11/21_13:13:01,M.S.,2024/11/21_13:56:04,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0146-O,,●,●,1,2024/11/21_13:13:35,M.S.,2024/11/21_13:56:04,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0147-O,,●,●,1,2024/11/21_13:14:11,M.S.,2024/11/21_13:56:04,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0148-O,,●,●,1,2024/11/21_13:14:16,M.S.,2024/11/21_13:56:04,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0149-O,,●,●,1,2024/11/21_13:14:41,M.S.,2024/11/21_13:56:04,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0150-O,,●,●,1,2024/11/21_13:15:00,M.S.,2024/11/21_13:56:04,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0151-O,,●,●,1,2024/11/21_13:16:20,M.S.,2024/11/21_13:56:04,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0152-O,,●,●,1,2024/11/21_13:20:18,M.S.,2024/11/21_13:56:04,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0153-O,,●,●,1,2024/11/21_13:20:21,M.S.,2024/11/21_13:56:04,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0154-O,,●,●,1,2024/11/21_13:20:25,M.S.,2024/11/21_13:56:04,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0155-O,,●,●,1,2024/11/21_13:20:29,M.S.,2024/11/21_13:56:04,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0156-O,,●,●,1,2024/11/21_13:20:34,M.S.,2024/11/21_13:56:04,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0157-O,,●,●,1,2024/11/21_13:20:39,M.S.,2024/11/21_13:56:04,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0158-O,,●,●,1,2024/11/21_13:20:44,M.S.,2024/11/21_13:56:04,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0159-O,,●,●,1,2024/11/21_13:20:48,M.S.,2024/11/21_13:56:04,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0160-O,,●,●,1,2024/11/21_13:20:52,M.S.,2024/11/21_13:56:04,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0161-O,,●,●,1,2024/11/21_13:20:57,M.S.,2024/11/21_13:56:04,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0162-O,,●,●,1,2024/11/21_13:21:01,M.S.,2024/11/21_13:56:04,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0163-O,,●,●,1,2024/11/21_13:21:04,M.S.,2024/11/21_13:56:04,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0164-O,,●,●,1,2024/11/21_13:21:06,M.S.,2024/11/21_13:56:04,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0165-O,,●,●,1,2024/11/21_13:21:09,M.S.,2024/11/21_13:56:04,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0166-O,,●,●,1,2024/11/21_13:21:18,M.S.,2024/11/21_13:56:04,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0167-O,,●,●,1,2024/11/21_13:21:21,M.S.,2024/11/21_13:56:04,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0168-O,,●,●,1,2024/11/21_13:21:24,M.S.,2024/11/21_13:56:04,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0169-O,,●,●,1,2024/11/21_13:21:27,M.S.,2024/11/21_13:56:04,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0170-O,,●,●,1,2024/11/21_13:21:32,M.S.,2024/11/21_13:56:04,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0171-O,,●,●,1,2024/11/21_13:21:38,M.S.,2024/11/21_13:56:04,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0173-O,,●,●,1,2024/11/21_13:21:45,M.S.,2024/11/21_13:56:04,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0174-O,,●,●,1,2024/11/21_13:21:48,M.S.,2024/11/21_13:56:04,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0175-O,,●,●,1,2024/11/21_13:21:53,M.S.,2024/11/21_13:56:04,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0176-O,,●,●,1,2024/11/21_13:21:57,M.S.,2024/11/21_13:56:04,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0177-O,,●,●,1,2024/11/21_13:25:16,M.S.,2024/11/21_13:56:04,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0178-O,,●,●,1,2024/11/21_13:25:20,M.S.,2024/11/21_13:56:04,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0179-O,,●,●,1,2024/11/21_13:25:24,M.S.,2024/11/21_13:56:04,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0180-O,,●,●,1,2024/11/21_13:25:29,M.S.,2024/11/21_13:56:04,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0181-O,,●,●,1,2024/11/21_13:25:31,M.S.,2024/11/21_13:56:04,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0182-O,,●,●,1,2024/11/21_13:25:35,M.S.,2024/11/21_13:56:04,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0183-O,,●,●,1,2024/11/21_13:26:02,M.S.,2024/11/21_13:56:04,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0184-O,,●,●,1,2024/11/21_13:26:05,M.S.,2024/11/21_13:56:04,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0185-O,,●,●,1,2024/11/21_13:26:37,M.S.,2024/11/21_13:56:04,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0186-O,,●,●,1,2024/11/21_13:27:15,M.S.,2024/11/21_13:56:04,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0187-O,,●,●,1,2024/11/21_13:27:19,M.S.,2024/11/21_13:56:04,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0188-O,,●,●,1,2024/11/21_13:27:26,M.S.,2024/11/21_13:56:04,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0310-I,,●,●,2,2024/11/21_14:03:54,M.S.,2024/11/21_14:18:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0311-I,,●,●,1,2024/11/21_14:03:58,M.S.,2024/11/21_14:18:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0312-I,,●,●,1,2024/11/21_14:04:00,M.S.,2024/11/21_14:18:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0313-I,,●,●,1,2024/11/21_14:04:03,M.S.,2024/11/21_14:18:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0314-I,,●,●,1,2024/11/21_14:04:07,M.S.,2024/11/21_14:18:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0315-I,,●,●,1,2024/11/21_14:04:10,M.S.,2024/11/21_14:18:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0316-I,,●,●,1,2024/11/21_14:04:15,M.S.,2024/11/21_14:18:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0317-I,,●,●,1,2024/11/21_14:04:21,M.S.,2024/11/21_14:18:10,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0318-I,,●,●,1,2024/11/21_14:04:28,M.S.,2024/11/21_14:18:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0319-I,,●,●,1,2024/11/21_14:04:34,M.S.,2024/11/21_14:18:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0320-I,,●,●,1,2024/11/21_14:04:38,M.S.,2024/11/21_14:18:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0321-I,,●,●,1,2024/11/21_14:04:42,M.S.,2024/11/21_14:18:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0322-I,,●,●,1,2024/11/21_14:05:16,M.S.,2024/11/21_14:18:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0323-I,,●,●,1,2024/11/21_14:05:21,M.S.,2024/11/21_14:18:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0324-I,,●,●,1,2024/11/21_14:05:29,M.S.,2024/11/21_14:18:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0325-I,,●,●,1,2024/11/21_14:05:33,M.S.,2024/11/21_14:18:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0326-I,,●,●,1,2024/11/21_14:05:38,M.S.,2024/11/21_14:18:10,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0327-I,,●,●,1,2024/11/21_14:05:43,M.S.,2024/11/21_14:18:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0328-I,,●,●,1,2024/11/21_14:05:47,M.S.,2024/11/21_14:18:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0329-I,,●,●,1,2024/11/21_14:06:04,M.S.,2024/11/21_14:18:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0330-I,,●,●,1,2024/11/21_14:07:16,M.S.,2024/11/21_14:18:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0331-I,,●,●,1,2024/11/21_14:07:20,M.S.,2024/11/21_14:18:10,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0332-I,,●,●,1,2024/11/21_14:07:24,M.S.,2024/11/21_14:18:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0333-I,,●,●,1,2024/11/21_14:07:28,M.S.,2024/11/21_14:18:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0334-I,,●,●,2,2024/12/13_13:22:05,M.S.,2024/12/13_13:30:21,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0335-I,,●,●,1,2024/11/21_14:07:41,M.S.,2024/11/21_14:18:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0336-I,,●,●,1,2024/11/21_14:07:47,M.S.,2024/11/21_14:18:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0337-I,,●,●,1,2024/11/21_14:07:54,M.S.,2024/11/21_14:18:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0338-I,,●,●,1,2024/11/21_14:07:58,M.S.,2024/11/21_14:18:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0339-I,,●,●,1,2024/11/21_14:08:07,M.S.,2024/11/21_14:18:10,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0340-I,,●,●,2,2024/12/13_13:22:24,M.S.,2024/12/13_13:30:21,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0341-I,,●,●,1,2024/11/21_14:08:20,M.S.,2024/11/21_14:18:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0342-I,,●,●,1,2024/11/21_14:09:05,M.S.,2024/11/21_14:18:10,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0343-I,,●,●,1,2024/11/21_14:09:14,M.S.,2024/11/21_14:18:10,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0344-I,,●,●,1,2024/11/21_14:09:18,M.S.,2024/11/21_14:18:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0345-I,,●,●,1,2024/11/21_14:09:23,M.S.,2024/11/21_14:18:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0346-I,,●,●,1,2024/11/21_14:09:27,M.S.,2024/11/21_14:18:10,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0347-I,,●,●,1,2024/11/21_14:09:33,M.S.,2024/11/21_14:18:10,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0348-I,,●,●,2,2024/12/13_13:22:45,M.S.,2024/12/13_13:30:21,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0349-I,,●,●,1,2024/11/21_14:09:40,M.S.,2024/11/21_14:18:10,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0350-I,,●,●,1,2024/11/21_14:09:47,M.S.,2024/11/21_14:18:10,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0351-I,,●,●,1,2024/11/21_14:09:51,M.S.,2024/11/21_14:18:10,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0352-I,,●,●,2,2024/12/13_13:22:54,M.S.,2024/12/13_13:30:21,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0353-I,,●,●,1,2024/11/21_14:10:16,M.S.,2024/11/21_14:18:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0354-I,,●,●,2,2024/12/13_13:22:59,M.S.,2024/12/13_13:30:21,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0355-I,,●,●,2,2024/12/13_13:23:02,M.S.,2024/12/13_13:30:21,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0356-I,,●,●,1,2024/11/21_14:10:28,M.S.,2024/11/21_14:18:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0357-I,,●,●,1,2024/11/21_14:10:31,M.S.,2024/11/21_14:18:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0358-I,,●,●,1,2024/11/21_14:10:36,M.S.,2024/11/21_14:18:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0359-I,,●,●,1,2024/11/21_14:10:39,M.S.,2024/11/21_14:18:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0360-I,,●,●,1,2024/11/21_14:11:21,M.S.,2024/11/21_14:18:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0361-I,,●,●,1,2024/11/21_14:11:26,M.S.,2024/11/21_14:18:10,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0362-I,,●,●,1,2024/11/21_14:11:29,M.S.,2024/11/21_14:18:10,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0363-I,,●,●,1,2024/11/21_14:11:34,M.S.,2024/11/21_14:18:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0364-I,,●,●,1,2024/11/21_14:11:37,M.S.,2024/11/21_14:18:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0365-I,,●,●,1,2024/11/21_14:11:41,M.S.,2024/11/21_14:18:10,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0366-I,,●,●,1,2024/11/21_14:11:45,M.S.,2024/11/21_14:18:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0367-I,,●,●,1,2024/11/21_14:11:49,M.S.,2024/11/21_14:18:10,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0368-I,,●,●,1,2024/11/21_14:11:56,M.S.,2024/11/21_14:18:10,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0369-I,,●,●,1,2024/11/21_14:11:59,M.S.,2024/11/21_14:18:10,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0370-I,,●,●,1,2024/11/21_14:12:03,M.S.,2024/11/21_14:18:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0371-I,,●,●,1,2024/11/21_14:12:05,M.S.,2024/11/21_14:18:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0372-I,,●,●,1,2024/11/21_14:12:07,M.S.,2024/11/21_14:18:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0373-I,,●,●,1,2024/11/21_14:12:10,M.S.,2024/11/21_14:18:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0374-I,,●,●,1,2024/11/21_14:12:12,M.S.,2024/11/21_14:18:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0375-I,,●,●,2,2024/12/13_13:23:45,M.S.,2024/12/13_13:30:21,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0376-I,,●,●,1,2024/11/21_14:12:19,M.S.,2024/11/21_14:18:10,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0377-I,,●,●,1,2024/11/21_14:12:21,M.S.,2024/11/21_14:18:10,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0378-I,,●,●,1,2024/11/21_14:12:24,M.S.,2024/11/21_14:18:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0379-I,,●,●,1,2024/11/21_14:12:26,M.S.,2024/11/21_14:18:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0380-I,,●,●,1,2024/11/21_14:12:29,M.S.,2024/11/21_14:18:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0381-I,,●,●,1,2024/11/21_14:12:32,M.S.,2024/11/21_14:18:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0382-I,,●,●,1,2024/11/21_14:12:35,M.S.,2024/11/21_14:18:10,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0383-I,,●,●,1,2024/11/21_14:12:38,M.S.,2024/11/21_14:18:10,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-05-A1-0384-I,,●,●,1,2024/11/21_14:12:40,M.S.,2024/11/21_14:18:10,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
