image_id,original_id,measurement_id,foup_slot,bevel_section,flame_no,split,making_defect_type,selection_no,defect_class
1_02_01_E1_0405_I,1_02_01_E1_0405,1_02_01,,E1,405,I,,,01_normal
1_02_01_E1_0406_I,1_02_01_E1_0406,1_02_01,,E1,406,I,,,01_normal
1_02_01_E1_0407_I,1_02_01_E1_0407,1_02_01,,E1,407,I,,,01_normal
1_02_01_E1_0408_I,1_02_01_E1_0408,1_02_01,,E1,408,I,,,01_normal
1_02_01_E1_0409_I,1_02_01_E1_0409,1_02_01,,E1,409,I,,,01_normal
1_02_01_E1_0410_I,1_02_01_E1_0410,1_02_01,,E1,410,I,,,01_normal
1_02_01_E1_0411_I,1_02_01_E1_0411,1_02_01,,E1,411,I,,,01_normal
1_02_01_E1_0412_I,1_02_01_E1_0412,1_02_01,,E1,412,I,,,01_normal
1_02_01_E1_0413_I,1_02_01_E1_0413,1_02_01,,E1,413,I,,,01_normal
1_02_01_E1_0416_I,1_02_01_E1_0416,1_02_01,,E1,416,I,,,01_normal
1_02_01_E1_0422_I,1_02_01_E1_0422,1_02_01,,E1,422,I,,,01_normal
1_02_01_E1_0423_I,1_02_01_E1_0423,1_02_01,,E1,423,I,,,01_normal
1_02_01_E1_0427_O,1_02_01_E1_0427,1_02_01,,E1,427,O,,,01_normal
1_02_01_E1_0428_O,1_02_01_E1_0428,1_02_01,,E1,428,O,,,01_normal
1_02_01_E1_0429_I,1_02_01_E1_0429,1_02_01,,E1,429,I,,,01_normal
1_02_01_E1_0430_I,1_02_01_E1_0430,1_02_01,,E1,430,I,,,01_normal
1_02_01_E1_0431_I,1_02_01_E1_0431,1_02_01,,E1,431,I,,,01_normal
1_02_01_E1_0432_I,1_02_01_E1_0432,1_02_01,,E1,432,I,,,01_normal
1_02_01_E1_0432_O,1_02_01_E1_0432,1_02_01,,E1,432,O,,,01_normal
1_02_01_E1_0433_I,1_02_01_E1_0433,1_02_01,,E1,433,I,,,01_normal
1_02_01_E1_0434_I,1_02_01_E1_0434,1_02_01,,E1,434,I,,,01_normal
1_02_01_E1_0435_I,1_02_01_E1_0435,1_02_01,,E1,435,I,,,01_normal
1_02_01_E1_0435_O,1_02_01_E1_0435,1_02_01,,E1,435,O,,,01_normal
1_02_01_E1_0436_I,1_02_01_E1_0436,1_02_01,,E1,436,I,,,01_normal
1_02_01_E1_0437_I,1_02_01_E1_0437,1_02_01,,E1,437,I,,,01_normal
1_02_01_E1_0438_I,1_02_01_E1_0438,1_02_01,,E1,438,I,,,01_normal
1_02_01_E1_0439_I,1_02_01_E1_0439,1_02_01,,E1,439,I,,,01_normal
1_02_01_E1_0439_O,1_02_01_E1_0439,1_02_01,,E1,439,O,,,01_normal
1_02_01_E1_0440_I,1_02_01_E1_0440,1_02_01,,E1,440,I,,,01_normal
1_02_01_E1_0440_O,1_02_01_E1_0440,1_02_01,,E1,440,O,,,01_normal
1_02_01_E1_0441_O,1_02_01_E1_0441,1_02_01,,E1,441,O,,,01_normal
1_02_01_E1_0443_I,1_02_01_E1_0443,1_02_01,,E1,443,I,,,01_normal
1_02_01_E1_0443_O,1_02_01_E1_0443,1_02_01,,E1,443,O,,,01_normal
1_02_01_E1_0444_I,1_02_01_E1_0444,1_02_01,,E1,444,I,,,01_normal
1_02_01_E1_0444_O,1_02_01_E1_0444,1_02_01,,E1,444,O,,,01_normal
1_02_01_E1_0445_I,1_02_01_E1_0445,1_02_01,,E1,445,I,,,01_normal
1_02_01_E1_0445_O,1_02_01_E1_0445,1_02_01,,E1,445,O,,,01_normal
1_02_01_E1_0446_I,1_02_01_E1_0446,1_02_01,,E1,446,I,,,01_normal
1_02_01_E1_0447_I,1_02_01_E1_0447,1_02_01,,E1,447,I,,,01_normal
1_02_01_E1_0448_I,1_02_01_E1_0448,1_02_01,,E1,448,I,,,01_normal
1_02_01_E1_0449_I,1_02_01_E1_0449,1_02_01,,E1,449,I,,,01_normal
1_02_01_E1_0450_I,1_02_01_E1_0450,1_02_01,,E1,450,I,,,01_normal
1_02_01_E1_0450_O,1_02_01_E1_0450,1_02_01,,E1,450,O,,,01_normal
1_02_01_E1_0451_I,1_02_01_E1_0451,1_02_01,,E1,451,I,,,01_normal
1_02_01_E1_0452_I,1_02_01_E1_0452,1_02_01,,E1,452,I,,,01_normal
1_02_01_E1_0453_I,1_02_01_E1_0453,1_02_01,,E1,453,I,,,01_normal
1_02_01_E1_0453_O,1_02_01_E1_0453,1_02_01,,E1,453,O,,,01_normal
1_02_01_E1_0454_I,1_02_01_E1_0454,1_02_01,,E1,454,I,,,01_normal
1_02_01_E1_0454_O,1_02_01_E1_0454,1_02_01,,E1,454,O,,,01_normal
1_02_01_E1_0455_I,1_02_01_E1_0455,1_02_01,,E1,455,I,,,01_normal
1_02_01_E1_0456_I,1_02_01_E1_0456,1_02_01,,E1,456,I,,,01_normal
1_02_01_E1_0456_O,1_02_01_E1_0456,1_02_01,,E1,456,O,,,01_normal
1_02_01_E1_0457_I,1_02_01_E1_0457,1_02_01,,E1,457,I,,,01_normal
1_02_01_E1_0457_O,1_02_01_E1_0457,1_02_01,,E1,457,O,,,01_normal
1_02_01_E1_0458_I,1_02_01_E1_0458,1_02_01,,E1,458,I,,,01_normal
1_02_01_E1_0458_O,1_02_01_E1_0458,1_02_01,,E1,458,O,,,01_normal
1_02_01_E1_0459_I,1_02_01_E1_0459,1_02_01,,E1,459,I,,,01_normal
1_02_01_E1_0460_I,1_02_01_E1_0460,1_02_01,,E1,460,I,,,01_normal
1_02_01_E1_0461_I,1_02_01_E1_0461,1_02_01,,E1,461,I,,,01_normal
1_02_01_E1_0462_I,1_02_01_E1_0462,1_02_01,,E1,462,I,,,01_normal
1_02_01_E1_0463_I,1_02_01_E1_0463,1_02_01,,E1,463,I,,,01_normal
1_02_01_E1_0464_I,1_02_01_E1_0464,1_02_01,,E1,464,I,,,01_normal
1_02_01_E1_0465_I,1_02_01_E1_0465,1_02_01,,E1,465,I,,,01_normal
1_02_01_E1_0465_O,1_02_01_E1_0465,1_02_01,,E1,465,O,,,01_normal
1_02_01_E1_0466_I,1_02_01_E1_0466,1_02_01,,E1,466,I,,,01_normal
1_02_01_E1_0466_O,1_02_01_E1_0466,1_02_01,,E1,466,O,,,01_normal
1_02_01_E1_0467_I,1_02_01_E1_0467,1_02_01,,E1,467,I,,,01_normal
1_02_01_E1_0467_O,1_02_01_E1_0467,1_02_01,,E1,467,O,,,01_normal
1_02_01_E1_0468_I,1_02_01_E1_0468,1_02_01,,E1,468,I,,,01_normal
1_02_01_E1_0468_O,1_02_01_E1_0468,1_02_01,,E1,468,O,,,01_normal
1_02_01_E1_0469_I,1_02_01_E1_0469,1_02_01,,E1,469,I,,,01_normal
1_02_01_E1_0469_O,1_02_01_E1_0469,1_02_01,,E1,469,O,,,01_normal
1_02_01_E1_0470_I,1_02_01_E1_0470,1_02_01,,E1,470,I,,,01_normal
1_02_01_E1_0470_O,1_02_01_E1_0470,1_02_01,,E1,470,O,,,01_normal
1_02_01_E1_0471_I,1_02_01_E1_0471,1_02_01,,E1,471,I,,,01_normal
1_02_01_E1_0471_O,1_02_01_E1_0471,1_02_01,,E1,471,O,,,01_normal
1_02_01_E1_0472_I,1_02_01_E1_0472,1_02_01,,E1,472,I,,,01_normal
1_02_01_E1_0472_O,1_02_01_E1_0472,1_02_01,,E1,472,O,,,01_normal
1_02_01_E1_0473_I,1_02_01_E1_0473,1_02_01,,E1,473,I,,,01_normal
1_02_01_E1_0473_O,1_02_01_E1_0473,1_02_01,,E1,473,O,,,01_normal
1_02_01_E1_0474_I,1_02_01_E1_0474,1_02_01,,E1,474,I,,,01_normal
1_02_01_E1_0474_O,1_02_01_E1_0474,1_02_01,,E1,474,O,,,01_normal
1_02_01_E1_0475_I,1_02_01_E1_0475,1_02_01,,E1,475,I,,,01_normal
1_02_01_E1_0475_O,1_02_01_E1_0475,1_02_01,,E1,475,O,,,01_normal
1_02_01_E1_0476_I,1_02_01_E1_0476,1_02_01,,E1,476,I,,,01_normal
1_02_01_E1_0477_I,1_02_01_E1_0477,1_02_01,,E1,477,I,,,01_normal
1_02_01_E1_0478_I,1_02_01_E1_0478,1_02_01,,E1,478,I,,,01_normal
1_02_01_E1_0479_I,1_02_01_E1_0479,1_02_01,,E1,479,I,,,01_normal
1_02_02_A1_0104_I,1_02_02_A1_0104,1_02_02,,A1,104,I,,,01_normal
1_02_02_A1_0104_O,1_02_02_A1_0104,1_02_02,,A1,104,O,,,01_normal
1_02_02_A1_0105_I,1_02_02_A1_0105,1_02_02,,A1,105,I,,,01_normal
1_02_02_A1_0105_O,1_02_02_A1_0105,1_02_02,,A1,105,O,,,01_normal
1_02_02_A1_0106_I,1_02_02_A1_0106,1_02_02,,A1,106,I,,,01_normal
1_02_02_A1_0106_O,1_02_02_A1_0106,1_02_02,,A1,106,O,,,01_normal
1_02_02_A1_0107_I,1_02_02_A1_0107,1_02_02,,A1,107,I,,,01_normal
1_02_02_A1_0108_I,1_02_02_A1_0108,1_02_02,,A1,108,I,,,01_normal
1_02_02_A1_0109_I,1_02_02_A1_0109,1_02_02,,A1,109,I,,,01_normal
1_02_02_A1_0109_O,1_02_02_A1_0109,1_02_02,,A1,109,O,,,01_normal
1_02_02_A1_0110_I,1_02_02_A1_0110,1_02_02,,A1,110,I,,,01_normal
1_02_02_A1_0110_O,1_02_02_A1_0110,1_02_02,,A1,110,O,,,01_normal
1_02_02_A1_0111_I,1_02_02_A1_0111,1_02_02,,A1,111,I,,,01_normal
1_02_02_A1_0111_O,1_02_02_A1_0111,1_02_02,,A1,111,O,,,01_normal
1_02_02_A1_0112_I,1_02_02_A1_0112,1_02_02,,A1,112,I,,,01_normal
1_02_02_A1_0112_O,1_02_02_A1_0112,1_02_02,,A1,112,O,,,01_normal
1_02_02_A1_0113_I,1_02_02_A1_0113,1_02_02,,A1,113,I,,,01_normal
1_02_02_A1_0113_O,1_02_02_A1_0113,1_02_02,,A1,113,O,,,01_normal
1_02_02_A1_0114_I,1_02_02_A1_0114,1_02_02,,A1,114,I,,,01_normal
1_02_02_A1_0114_O,1_02_02_A1_0114,1_02_02,,A1,114,O,,,01_normal
1_02_02_A1_0115_I,1_02_02_A1_0115,1_02_02,,A1,115,I,,,01_normal
1_02_02_A1_0115_O,1_02_02_A1_0115,1_02_02,,A1,115,O,,,01_normal
1_02_02_A1_0116_I,1_02_02_A1_0116,1_02_02,,A1,116,I,,,01_normal
1_02_02_A1_0116_O,1_02_02_A1_0116,1_02_02,,A1,116,O,,,01_normal
1_02_02_A1_0117_I,1_02_02_A1_0117,1_02_02,,A1,117,I,,,01_normal
1_02_02_A1_0117_O,1_02_02_A1_0117,1_02_02,,A1,117,O,,,01_normal
1_02_02_A1_0118_I,1_02_02_A1_0118,1_02_02,,A1,118,I,,,01_normal
1_02_02_A1_0118_O,1_02_02_A1_0118,1_02_02,,A1,118,O,,,01_normal
1_02_02_A1_0119_I,1_02_02_A1_0119,1_02_02,,A1,119,I,,,01_normal
1_02_02_A1_0119_O,1_02_02_A1_0119,1_02_02,,A1,119,O,,,01_normal
1_02_02_A1_0120_I,1_02_02_A1_0120,1_02_02,,A1,120,I,,,01_normal
1_02_02_A1_0120_O,1_02_02_A1_0120,1_02_02,,A1,120,O,,,01_normal
1_02_02_A1_0121_I,1_02_02_A1_0121,1_02_02,,A1,121,I,,,01_normal
1_02_02_A1_0121_O,1_02_02_A1_0121,1_02_02,,A1,121,O,,,01_normal
1_02_02_A1_0122_I,1_02_02_A1_0122,1_02_02,,A1,122,I,,,01_normal
1_02_02_A1_0122_O,1_02_02_A1_0122,1_02_02,,A1,122,O,,,01_normal
1_02_02_A1_0123_I,1_02_02_A1_0123,1_02_02,,A1,123,I,,,01_normal
1_02_02_A1_0123_O,1_02_02_A1_0123,1_02_02,,A1,123,O,,,01_normal
1_02_02_A1_0124_I,1_02_02_A1_0124,1_02_02,,A1,124,I,,,01_normal
1_02_02_A1_0124_O,1_02_02_A1_0124,1_02_02,,A1,124,O,,,01_normal
1_02_02_A1_0125_I,1_02_02_A1_0125,1_02_02,,A1,125,I,,,01_normal
1_02_02_A1_0125_O,1_02_02_A1_0125,1_02_02,,A1,125,O,,,01_normal
1_02_02_A1_0126_I,1_02_02_A1_0126,1_02_02,,A1,126,I,,,01_normal
1_02_02_A1_0126_O,1_02_02_A1_0126,1_02_02,,A1,126,O,,,01_normal
1_02_02_A1_0127_I,1_02_02_A1_0127,1_02_02,,A1,127,I,,,01_normal
1_02_02_A1_0127_O,1_02_02_A1_0127,1_02_02,,A1,127,O,,,01_normal
1_02_02_A1_0128_I,1_02_02_A1_0128,1_02_02,,A1,128,I,,,01_normal
1_02_02_A1_0128_O,1_02_02_A1_0128,1_02_02,,A1,128,O,,,01_normal
1_02_02_A1_0129_I,1_02_02_A1_0129,1_02_02,,A1,129,I,,,01_normal
1_02_02_A1_0129_O,1_02_02_A1_0129,1_02_02,,A1,129,O,,,01_normal
1_02_02_A1_0130_I,1_02_02_A1_0130,1_02_02,,A1,130,I,,,01_normal
1_02_02_A1_0130_O,1_02_02_A1_0130,1_02_02,,A1,130,O,,,01_normal
1_02_02_A1_0131_I,1_02_02_A1_0131,1_02_02,,A1,131,I,,,01_normal
1_02_02_A1_0131_O,1_02_02_A1_0131,1_02_02,,A1,131,O,,,01_normal
1_02_02_A1_0132_I,1_02_02_A1_0132,1_02_02,,A1,132,I,,,01_normal
1_02_02_A1_0132_O,1_02_02_A1_0132,1_02_02,,A1,132,O,,,01_normal
1_02_02_A1_0133_I,1_02_02_A1_0133,1_02_02,,A1,133,I,,,01_normal
1_02_02_A1_0133_O,1_02_02_A1_0133,1_02_02,,A1,133,O,,,01_normal
1_02_02_A1_0134_I,1_02_02_A1_0134,1_02_02,,A1,134,I,,,01_normal
1_02_02_A1_0134_O,1_02_02_A1_0134,1_02_02,,A1,134,O,,,01_normal
1_02_02_A1_0135_I,1_02_02_A1_0135,1_02_02,,A1,135,I,,,01_normal
1_02_02_A1_0135_O,1_02_02_A1_0135,1_02_02,,A1,135,O,,,01_normal
1_02_02_A1_0136_I,1_02_02_A1_0136,1_02_02,,A1,136,I,,,01_normal
1_02_02_A1_0136_O,1_02_02_A1_0136,1_02_02,,A1,136,O,,,01_normal
1_02_02_A1_0137_I,1_02_02_A1_0137,1_02_02,,A1,137,I,,,01_normal
1_02_02_A1_0137_O,1_02_02_A1_0137,1_02_02,,A1,137,O,,,01_normal
1_02_02_A1_0138_I,1_02_02_A1_0138,1_02_02,,A1,138,I,,,01_normal
1_02_02_A1_0138_O,1_02_02_A1_0138,1_02_02,,A1,138,O,,,01_normal
1_02_02_A1_0139_I,1_02_02_A1_0139,1_02_02,,A1,139,I,,,01_normal
1_02_02_A1_0139_O,1_02_02_A1_0139,1_02_02,,A1,139,O,,,01_normal
1_02_02_A1_0140_I,1_02_02_A1_0140,1_02_02,,A1,140,I,,,01_normal
1_02_02_A1_0140_O,1_02_02_A1_0140,1_02_02,,A1,140,O,,,01_normal
1_02_02_A1_0141_I,1_02_02_A1_0141,1_02_02,,A1,141,I,,,01_normal
1_02_02_A1_0141_O,1_02_02_A1_0141,1_02_02,,A1,141,O,,,01_normal
1_02_02_A1_0142_I,1_02_02_A1_0142,1_02_02,,A1,142,I,,,01_normal
1_02_02_A1_0142_O,1_02_02_A1_0142,1_02_02,,A1,142,O,,,01_normal
1_02_02_A1_0143_I,1_02_02_A1_0143,1_02_02,,A1,143,I,,,01_normal
1_02_02_A1_0143_O,1_02_02_A1_0143,1_02_02,,A1,143,O,,,01_normal
1_02_02_A1_0144_I,1_02_02_A1_0144,1_02_02,,A1,144,I,,,01_normal
1_02_02_A1_0144_O,1_02_02_A1_0144,1_02_02,,A1,144,O,,,01_normal
1_02_02_A1_0145_I,1_02_02_A1_0145,1_02_02,,A1,145,I,,,01_normal
1_02_02_A1_0145_O,1_02_02_A1_0145,1_02_02,,A1,145,O,,,01_normal
1_02_02_A1_0146_I,1_02_02_A1_0146,1_02_02,,A1,146,I,,,01_normal
1_02_02_A1_0146_O,1_02_02_A1_0146,1_02_02,,A1,146,O,,,01_normal
1_02_02_A1_0147_I,1_02_02_A1_0147,1_02_02,,A1,147,I,,,01_normal
1_02_02_A1_0147_O,1_02_02_A1_0147,1_02_02,,A1,147,O,,,01_normal
1_02_02_A1_0148_I,1_02_02_A1_0148,1_02_02,,A1,148,I,,,01_normal
1_02_02_A1_0148_O,1_02_02_A1_0148,1_02_02,,A1,148,O,,,01_normal
1_02_02_A1_0149_I,1_02_02_A1_0149,1_02_02,,A1,149,I,,,01_normal
1_02_02_A1_0150_I,1_02_02_A1_0150,1_02_02,,A1,150,I,,,01_normal
1_02_02_A1_0150_O,1_02_02_A1_0150,1_02_02,,A1,150,O,,,01_normal
1_02_02_A1_0151_I,1_02_02_A1_0151,1_02_02,,A1,151,I,,,01_normal
1_02_02_A1_0151_O,1_02_02_A1_0151,1_02_02,,A1,151,O,,,01_normal
1_02_02_A1_0152_I,1_02_02_A1_0152,1_02_02,,A1,152,I,,,01_normal
1_02_02_A1_0152_O,1_02_02_A1_0152,1_02_02,,A1,152,O,,,01_normal
1_02_02_A1_0153_I,1_02_02_A1_0153,1_02_02,,A1,153,I,,,01_normal
1_02_02_A1_0153_O,1_02_02_A1_0153,1_02_02,,A1,153,O,,,01_normal
1_02_02_A1_0154_I,1_02_02_A1_0154,1_02_02,,A1,154,I,,,01_normal
1_02_02_A1_0154_O,1_02_02_A1_0154,1_02_02,,A1,154,O,,,01_normal
1_02_02_A1_0155_I,1_02_02_A1_0155,1_02_02,,A1,155,I,,,01_normal
1_02_02_A1_0155_O,1_02_02_A1_0155,1_02_02,,A1,155,O,,,01_normal
1_02_02_A1_0156_I,1_02_02_A1_0156,1_02_02,,A1,156,I,,,01_normal
1_02_02_A1_0156_O,1_02_02_A1_0156,1_02_02,,A1,156,O,,,01_normal
1_02_02_A1_0157_I,1_02_02_A1_0157,1_02_02,,A1,157,I,,,01_normal
1_02_02_A1_0157_O,1_02_02_A1_0157,1_02_02,,A1,157,O,,,01_normal
1_02_02_A1_0158_I,1_02_02_A1_0158,1_02_02,,A1,158,I,,,01_normal
1_02_02_A1_0158_O,1_02_02_A1_0158,1_02_02,,A1,158,O,,,01_normal
1_02_02_A1_0159_I,1_02_02_A1_0159,1_02_02,,A1,159,I,,,01_normal
1_02_02_A1_0159_O,1_02_02_A1_0159,1_02_02,,A1,159,O,,,01_normal
1_02_02_A1_0160_I,1_02_02_A1_0160,1_02_02,,A1,160,I,,,01_normal
1_02_02_A1_0160_O,1_02_02_A1_0160,1_02_02,,A1,160,O,,,01_normal
1_02_02_A1_0161_I,1_02_02_A1_0161,1_02_02,,A1,161,I,,,01_normal
1_02_02_A1_0161_O,1_02_02_A1_0161,1_02_02,,A1,161,O,,,01_normal
1_02_02_A1_0162_I,1_02_02_A1_0162,1_02_02,,A1,162,I,,,01_normal
1_02_02_A1_0162_O,1_02_02_A1_0162,1_02_02,,A1,162,O,,,01_normal
1_02_02_A1_0163_I,1_02_02_A1_0163,1_02_02,,A1,163,I,,,01_normal
1_02_02_A1_0163_O,1_02_02_A1_0163,1_02_02,,A1,163,O,,,01_normal
1_02_02_A1_0164_I,1_02_02_A1_0164,1_02_02,,A1,164,I,,,01_normal
1_02_02_A1_0164_O,1_02_02_A1_0164,1_02_02,,A1,164,O,,,01_normal
1_02_02_A1_0165_I,1_02_02_A1_0165,1_02_02,,A1,165,I,,,01_normal
1_02_02_A1_0165_O,1_02_02_A1_0165,1_02_02,,A1,165,O,,,01_normal
1_02_02_A1_0166_I,1_02_02_A1_0166,1_02_02,,A1,166,I,,,01_normal
1_02_02_A1_0167_I,1_02_02_A1_0167,1_02_02,,A1,167,I,,,01_normal
1_02_02_A1_0168_I,1_02_02_A1_0168,1_02_02,,A1,168,I,,,01_normal
1_02_02_A1_0169_I,1_02_02_A1_0169,1_02_02,,A1,169,I,,,01_normal
1_02_02_A1_0170_I,1_02_02_A1_0170,1_02_02,,A1,170,I,,,01_normal
1_02_02_A1_0171_I,1_02_02_A1_0171,1_02_02,,A1,171,I,,,01_normal
1_02_02_A1_0172_I,1_02_02_A1_0172,1_02_02,,A1,172,I,,,01_normal
1_02_02_A1_0173_I,1_02_02_A1_0173,1_02_02,,A1,173,I,,,01_normal
1_02_02_A1_0174_I,1_02_02_A1_0174,1_02_02,,A1,174,I,,,01_normal
1_02_02_A1_0175_I,1_02_02_A1_0175,1_02_02,,A1,175,I,,,01_normal
1_02_02_A1_0176_I,1_02_02_A1_0176,1_02_02,,A1,176,I,,,01_normal
1_02_02_A1_0177_I,1_02_02_A1_0177,1_02_02,,A1,177,I,,,01_normal
1_02_02_A1_0178_I,1_02_02_A1_0178,1_02_02,,A1,178,I,,,01_normal
1_02_02_A1_0179_I,1_02_02_A1_0179,1_02_02,,A1,179,I,,,01_normal
1_02_02_A1_0180_I,1_02_02_A1_0180,1_02_02,,A1,180,I,,,01_normal
1_02_02_A1_0181_I,1_02_02_A1_0181,1_02_02,,A1,181,I,,,01_normal
1_02_02_A1_0182_I,1_02_02_A1_0182,1_02_02,,A1,182,I,,,01_normal
1_02_02_A1_0182_O,1_02_02_A1_0182,1_02_02,,A1,182,O,,,01_normal
1_02_02_A1_0183_I,1_02_02_A1_0183,1_02_02,,A1,183,I,,,01_normal
1_02_02_A1_0184_I,1_02_02_A1_0184,1_02_02,,A1,184,I,,,01_normal
1_02_02_A1_0185_I,1_02_02_A1_0185,1_02_02,,A1,185,I,,,01_normal
1_02_02_A1_0186_I,1_02_02_A1_0186,1_02_02,,A1,186,I,,,01_normal
1_02_02_A1_0186_O,1_02_02_A1_0186,1_02_02,,A1,186,O,,,01_normal
1_02_02_A1_0187_I,1_02_02_A1_0187,1_02_02,,A1,187,I,,,01_normal
1_02_02_A1_0188_I,1_02_02_A1_0188,1_02_02,,A1,188,I,,,01_normal
1_02_02_A1_0189_I,1_02_02_A1_0189,1_02_02,,A1,189,I,,,01_normal
1_02_02_A1_0192_I,1_02_02_A1_0192,1_02_02,,A1,192,I,,,01_normal
1_02_02_A1_0193_I,1_02_02_A1_0193,1_02_02,,A1,193,I,,,01_normal
1_02_02_A1_0193_O,1_02_02_A1_0193,1_02_02,,A1,193,O,,,01_normal
1_02_02_A1_0194_I,1_02_02_A1_0194,1_02_02,,A1,194,I,,,01_normal
1_02_02_A1_0195_I,1_02_02_A1_0195,1_02_02,,A1,195,I,,,01_normal
1_02_02_A1_0195_O,1_02_02_A1_0195,1_02_02,,A1,195,O,,,01_normal
1_02_02_A1_0196_I,1_02_02_A1_0196,1_02_02,,A1,196,I,,,01_normal
1_02_02_A1_0196_O,1_02_02_A1_0196,1_02_02,,A1,196,O,,,01_normal
1_02_02_A1_0197_I,1_02_02_A1_0197,1_02_02,,A1,197,I,,,01_normal
1_02_02_A1_0197_O,1_02_02_A1_0197,1_02_02,,A1,197,O,,,01_normal
1_02_02_A1_0198_I,1_02_02_A1_0198,1_02_02,,A1,198,I,,,01_normal
1_02_02_A1_0198_O,1_02_02_A1_0198,1_02_02,,A1,198,O,,,01_normal
1_02_02_A1_0199_I,1_02_02_A1_0199,1_02_02,,A1,199,I,,,01_normal
1_02_02_A1_0199_O,1_02_02_A1_0199,1_02_02,,A1,199,O,,,01_normal
1_02_02_A1_0200_I,1_02_02_A1_0200,1_02_02,,A1,200,I,,,01_normal
1_02_02_A1_0200_O,1_02_02_A1_0200,1_02_02,,A1,200,O,,,01_normal
1_02_02_A1_0201_I,1_02_02_A1_0201,1_02_02,,A1,201,I,,,01_normal
1_02_02_A1_0201_O,1_02_02_A1_0201,1_02_02,,A1,201,O,,,01_normal
1_02_02_A1_0202_I,1_02_02_A1_0202,1_02_02,,A1,202,I,,,01_normal
1_02_02_A1_0202_O,1_02_02_A1_0202,1_02_02,,A1,202,O,,,01_normal
1_02_02_A1_0203_I,1_02_02_A1_0203,1_02_02,,A1,203,I,,,01_normal
1_02_02_A1_0203_O,1_02_02_A1_0203,1_02_02,,A1,203,O,,,01_normal
1_02_02_A1_0204_I,1_02_02_A1_0204,1_02_02,,A1,204,I,,,01_normal
1_02_02_A1_0204_O,1_02_02_A1_0204,1_02_02,,A1,204,O,,,01_normal
1_02_02_A1_0205_I,1_02_02_A1_0205,1_02_02,,A1,205,I,,,01_normal
1_02_02_A1_0205_O,1_02_02_A1_0205,1_02_02,,A1,205,O,,,01_normal
1_02_02_A1_0206_I,1_02_02_A1_0206,1_02_02,,A1,206,I,,,01_normal
1_02_02_A1_0206_O,1_02_02_A1_0206,1_02_02,,A1,206,O,,,01_normal
1_02_02_A1_0207_I,1_02_02_A1_0207,1_02_02,,A1,207,I,,,01_normal
1_02_02_A1_0208_I,1_02_02_A1_0208,1_02_02,,A1,208,I,,,01_normal
1_02_02_A1_0209_I,1_02_02_A1_0209,1_02_02,,A1,209,I,,,01_normal
1_02_02_A1_0209_O,1_02_02_A1_0209,1_02_02,,A1,209,O,,,01_normal
1_02_02_A1_0210_I,1_02_02_A1_0210,1_02_02,,A1,210,I,,,01_normal
1_02_02_A1_0210_O,1_02_02_A1_0210,1_02_02,,A1,210,O,,,01_normal
1_02_02_A1_0211_I,1_02_02_A1_0211,1_02_02,,A1,211,I,,,01_normal
1_02_02_A1_0211_O,1_02_02_A1_0211,1_02_02,,A1,211,O,,,01_normal
1_02_02_A1_0212_I,1_02_02_A1_0212,1_02_02,,A1,212,I,,,01_normal
1_02_02_A1_0213_I,1_02_02_A1_0213,1_02_02,,A1,213,I,,,01_normal
1_02_02_A1_0213_O,1_02_02_A1_0213,1_02_02,,A1,213,O,,,01_normal
1_02_02_A1_0214_I,1_02_02_A1_0214,1_02_02,,A1,214,I,,,01_normal
1_02_02_A1_0215_I,1_02_02_A1_0215,1_02_02,,A1,215,I,,,01_normal
1_02_02_A1_0215_O,1_02_02_A1_0215,1_02_02,,A1,215,O,,,01_normal
1_02_02_A1_0216_I,1_02_02_A1_0216,1_02_02,,A1,216,I,,,01_normal
1_02_02_A1_0216_O,1_02_02_A1_0216,1_02_02,,A1,216,O,,,01_normal
1_02_02_A1_0217_I,1_02_02_A1_0217,1_02_02,,A1,217,I,,,01_normal
1_02_02_A1_0217_O,1_02_02_A1_0217,1_02_02,,A1,217,O,,,01_normal
1_02_02_A1_0218_I,1_02_02_A1_0218,1_02_02,,A1,218,I,,,01_normal
1_02_02_A1_0218_O,1_02_02_A1_0218,1_02_02,,A1,218,O,,,01_normal
1_02_02_A1_0219_I,1_02_02_A1_0219,1_02_02,,A1,219,I,,,01_normal
1_02_02_A1_0219_O,1_02_02_A1_0219,1_02_02,,A1,219,O,,,01_normal
1_02_02_A1_0220_I,1_02_02_A1_0220,1_02_02,,A1,220,I,,,01_normal
1_02_02_A1_0220_O,1_02_02_A1_0220,1_02_02,,A1,220,O,,,01_normal
1_02_02_A1_0221_I,1_02_02_A1_0221,1_02_02,,A1,221,I,,,01_normal
1_02_02_A1_0221_O,1_02_02_A1_0221,1_02_02,,A1,221,O,,,01_normal
1_02_02_A1_0222_I,1_02_02_A1_0222,1_02_02,,A1,222,I,,,01_normal
1_02_02_A1_0222_O,1_02_02_A1_0222,1_02_02,,A1,222,O,,,01_normal
1_02_02_A1_0344_I,1_02_02_A1_0344,1_02_02,,A1,344,I,,,01_normal
1_02_02_A1_0345_I,1_02_02_A1_0345,1_02_02,,A1,345,I,,,01_normal
1_02_02_A1_0346_I,1_02_02_A1_0346,1_02_02,,A1,346,I,,,01_normal
1_02_02_A1_0347_I,1_02_02_A1_0347,1_02_02,,A1,347,I,,,01_normal
1_02_02_A1_0348_I,1_02_02_A1_0348,1_02_02,,A1,348,I,,,01_normal
